BSE_CODE,BSE_NAME,BSE_SYMBOL,BSE_SECURITY_NAME,Status,Group,BSE_FACE_VALUE,ISIN,Instrument,NSE_SYMBOL,NSE_NAME,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,NSE_FACE_VALUE,CompanyName,Ticker,Exchange
503776,Modipon Ltd.,MODIPON,Modipon Ltd,Active,X ,10,INE170C01019,Equity,,,,,,,,Modipon Ltd.,MODIPON.BO,BSE
530169,Mohit Paper Mills Ltd.,MOHITPPR,Mohit Paper Mills Ltd,Active,X ,10,INE388C01017,Equity,,,,,,,,Mohit Paper Mills Ltd.,MOHITPPR.BO,BSE
532140,Mohite Industries Limited,MOHITE,Mohite Industries Ltd,Active,X ,1,INE154B01023,Equity,,,,,,,,Mohite Industries Limited,MOHITE.BO,BSE
544453,Monarch Surveyors and Engineering Consultants Limited,MSECL,Monarch Surveyors and Engineering Consultants Ltd,Active,MT,10,INE0V0L01028,Equity,,,,,,,,Monarch Surveyors and Engineering Consultants Limited,MSECL.BO,BSE
535910,Money Masters Leasing & Finance Limited,MMLF,Money Masters Leasing & Finance Ltd,Active,B ,1,INE340O01021,Equity,,,,,,,,Money Masters Leasing & Finance Limited,MMLF.BO,BSE
505343,Monotype India Ltd.,MONOT,Monotype India Ltd ,Active,X ,1,INE811D01024,Equity,,,,,,,,Monotype India Ltd.,MONOT.BO,BSE
530167,Moongipa Capital Finance Ltd.,MONGIPA,Moongipa Capital Finance Ltd,Active,X ,10,INE153K01018,Equity,,,,,,,,Moongipa Capital Finance Ltd.,MONGIPA.BO,BSE
511549,Morarka Finance Ltd.,MORARKFI,Morarka Finance Ltd,Active,X ,10,INE367A01015,Equity,,,,,,,,Morarka Finance Ltd.,MORARKFI.BO,BSE
526237,Morgan Ventures Ltd.,MORGAN,Morgan Ventures Ltd,Active,X ,10,INE902C01015,Equity,,,,,,,,Morgan Ventures Ltd.,MORGAN.BO,BSE
523160,Morganite Crucible (India) Limited,MORGANITE,Morganite Crucible India Ltd,Active,X ,5,INE599F01020,Equity,,,,,,,,Morganite Crucible (India) Limited,MORGANITE.BO,BSE
543577,Motilal Oswal Mutual Fund,MOQUALITY,Motilal Oswal S&P BSE Quality ETF,Active,B ,10,INF247L01BH8,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOQUALITY.BO,BSE
543563,Motilal Oswal Mutual Fund,MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,Active,B ,10,INF247L01BB1,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOHEALTH.BO,BSE
543437,Motilal Oswal Mutual Fund,MONQ50,Motilal Oswal Nasdaq Q 50 ETF,Active,B ,10,INF247L01AU3,Equity,,,,,,,,Motilal Oswal Mutual Fund,MONQ50.BO,BSE
543465,Motilal Oswal Mutual Fund,MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,Active,B ,2,INF247L01BK2,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOMOMENTUM.BO,BSE
536960,Motilal Oswal Mutual Fund,MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,Active,B ,10,INF247L01023,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOM100.BO,BSE
543576,Motilal Oswal Mutual Fund,MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,Active,B ,10,INF247L01BE5,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOVALUE.BO,BSE
543501,Motilal Oswal Mutual Fund,MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,Active,B ,2,INF247L01BL0,Equity,,,,,,,,Motilal Oswal Mutual Fund,MOLOWVOL.BO,BSE
590115,Motilal Oswal Mutual Fund-Permitted,MOM50,Motilal Oswal MOSt Shares M50 ETF,Active,B ,7,INF247L01536,Equity,,,,,,,,Motilal Oswal Mutual Fund-Permitted,MOM50.BO,BSE
512065,Mrugesh Trading Ltd.,MRUTR,Mrugesh Trading Ltd,Active,XT,1,INE738D01029,Equity,,,,,,,,Mrugesh Trading Ltd.,MRUTR.BO,BSE
539819,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,Active,X ,10,INE967S01014,Equity,,,,,,,,Mudra Financial Services Ltd.,MUDRA.BO,BSE
538743,Mudunuru Limited,MUDUNURU,Mudunuru Ltd,Active,XT,2,INE491C01027,Equity,,,,,,,,Mudunuru Limited,MUDUNURU.BO,BSE
523832,Mukat Pipes Limited,MUKATPIP,Mukat Pipes Ltd-$,Active,X ,5,INE862C01029,Equity,,,,,,,,Mukat Pipes Limited,MUKATPIP.BO,BSE
530341,Mukesh Babu Financial Services Ltd.,MUKESHB,Mukesh Babu Financial Services Ltd,Active,X ,10,INE596B01017,Equity,,,,,,,,Mukesh Babu Financial Services Ltd.,MUKESHB.BO,BSE
535204,Mukta Agriculture Limited,MUKTA,Mukta Agriculture Ltd,Active,X ,10,INE160O01031,Equity,,,,,,,,Mukta Agriculture Limited,MUKTA.BO,BSE
501477,Muller & Phipps (India) Ltd.,MULLER,Muller & Phipps India Ltd,Active,X ,10,INE003F01015,Equity,,,,,,,,Muller & Phipps (India) Ltd.,MULLER.BO,BSE
526169,Multibase India Ltd,MULTIBASE,Multibase India Ltd,Active,X ,10,INE678F01014,Equity,,,,,,,,Multibase India Ltd,MULTIBASE.BO,BSE
505594,Multiplus Holdings Ltd.,MULTIIN,Multiplus Holdings Ltd,Active,XT,10,INE886E01016,Equity,,,,,,,,Multiplus Holdings Ltd.,MULTIIN.BO,BSE
504356,Multipurpose Trading & Agencies Ltd,ZMULTIPU,Multipurpose Trading & Agencies Ltd,Active,X ,10,INE017P01014,Equity,,,,,,,,Multipurpose Trading & Agencies Ltd,ZMULTIPU.BO,BSE
511200,Munoth Capital Market Ltd,MUNCAPM,Munoth Capital Markets Ltd,Active,XT,5,INE910G01027,Equity,,,,,,,,Munoth Capital Market Ltd,MUNCAPM.BO,BSE
531821,Munoth Financial Services Ltd.,MUNOTHFI,Munoth Financial Services Ltd,Active,X ,10,INE348D01019,Equity,,,,,,,,Munoth Financial Services Ltd.,MUNOTHFI.BO,BSE
542724,Murae Organisor Limited,MURAE,Murae Organisor Ltd,Active,B ,1,INE060601031,Equity,,,,,,,,Murae Organisor Limited,MURAE.BO,BSE
538862,My Money Securities Ltd.,MYMONEY,My Money Securities Ltd,Active,X ,10,INE232L01018,Equity,,,,,,,,My Money Securities Ltd.,MYMONEY.BO,BSE
506734,Mysore Petro Chemicals Ltd.,MYSORPETRO,Mysore Petro Chemicals Ltd-$,Active,X ,10,INE741A01011,Equity,,,,,,,,Mysore Petro Chemicals Ltd.,MYSORPETRO.BO,BSE
535205,Mystic Electronics Limited,MYSTICELE,Mystic Electronics Ltd,Active,X ,10,INE159O01033,Equity,,,,,,,,Mystic Electronics Limited,MYSTICELE.BO,BSE
523242,N.B. Footwear Ltd.,NBFOOT,NB Footwear Ltd,Active,P ,10,INE006F01018,Equity,,,,,,,,N.B. Footwear Ltd.,NBFOOT.BO,BSE
530897,N.G.Industries Ltd.,NGIND,NG Industries Ltd-$,Active,X ,10,INE825C01018,Equity,,,,,,,,N.G.Industries Ltd.,NGIND.BO,BSE
544313,NACDAC Infrastructure Limited,NACDAC,NACDAC Infrastructure Ltd,Active,MT,10,INE0LB101011,Equity,,,,,,,,NACDAC Infrastructure Limited,NACDAC.BO,BSE
544373,NAPS Global India Limited,NAPSGLOBAL,NAPS Global India Ltd,Active,M ,10,INE0VNH01014,Equity,,,,,,,,NAPS Global India Limited,NAPSGLOBAL.BO,BSE
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X ,10,INE777A01023,Equity,,,,,,,,NATH INDUSTRIES LIMITED,NATHIND.BO,BSE
543579,NATURO INDIABULL LIMITED,NATURO,Naturo Indiabull Ltd,Active,MT,10,INE0JNB01012,Equity,,,,,,,,NATURO INDIABULL LIMITED,NATURO.BO,BSE
519506,NCC Bluewater Products Ltd.,NCCBLUE,NCC Bluewater Products Ltd,Active,P ,10,INE630N01019,Equity,,,,,,,,NCC Bluewater Products Ltd.,NCCBLUE.BO,BSE
530557,NCL Research And Financial Services,NCLRESE,NCL Research & Financial Services Ltd,Active,X ,1,INE132F01038,Equity,,,,,,,,NCL Research And Financial Services,NCLRESE.BO,BSE
511535,NDA Securities ltd.,NDASEC,NDA Securities Ltd,Active,X ,10,INE026C01013,Equity,,,,,,,,NDA Securities ltd.,NDASEC.BO,BSE
539409,NEERAJ PAPER MARKETING LIMITED,NEERAJ,Neeraj Paper Marketing Ltd,Active,X ,10,INE894J01019,Equity,,,,,,,,NEERAJ PAPER MARKETING LIMITED,NEERAJ.BO,BSE
544269,NEOPOLITAN PIZZA AND FOODS LIMITED,NPFL,Neopolitan Pizza And Foods Ltd,Active,M ,10,INE471R01019,Equity,,,,,,,,NEOPOLITAN PIZZA AND FOODS LIMITED,NPFL.BO,BSE
540243,NEW LIGHT INDUSTRIES LIMITED,NEWLIGHT,New Light Industries Ltd,Active,X ,1,INE835U01027,Equity,,,,,,,,NEW LIGHT INDUSTRIES LIMITED,NEWLIGHT.BO,BSE
514060,NEWTRAC FOODS & BEVERAGES LIMITED,NEWTRAC,Newtrac Foods & Beverages Ltd,Active,X ,10,INE229N01010,Equity,,,,,,,,NEWTRAC FOODS & BEVERAGES LIMITED,NEWTRAC.BO,BSE
508905,NEXOME CAPITAL MARKETS LIMITED,NEXOME,Nexome Capital Markets Ltd,Active,X ,10,INE641A01013,Equity,,,,,,,,NEXOME CAPITAL MARKETS LIMITED,NEXOME.BO,BSE
538874,NEXUS SURGICAL AND MEDICARE LIMITED,NEXUSSURGL,Nexus Surgical And Medicare Ltd,Active,X ,10,INE370Q01015,Equity,,,,,,,,NEXUS SURGICAL AND MEDICARE LIMITED,NEXUSSURGL.BO,BSE
517554,NHC FOODS LIMITED,NHCFOODS,NHC Foods Ltd,Active,X ,1,INE141C01036,Equity,,,,,,,,NHC FOODS LIMITED,NHCFOODS.BO,BSE
544510,NILACHAL CARBO METALICKS LIMITED,NCML,Nilachal Carbo Metalicks Ltd,Active,MT,10,INE346R01013,Equity,,,,,,,,NILACHAL CARBO METALICKS LIMITED,NCML.BO,BSE
544495,NIS MANAGEMENT LIMITED,NISMGMT,NIS Management Ltd,Active,M ,10,INE0M3X01010,Equity,,,,,,,,NIS MANAGEMENT LIMITED,NISMGMT.BO,BSE
544296,NISUS FINANCE SERVICES CO LIMITED,NISUS,Nisus Finance Services Co Ltd,Active,M ,10,INE0DQN01013,Equity,,,,,,,,NISUS FINANCE SERVICES CO LIMITED,NISUS.BO,BSE
542206,NIVAKA FASHIONS LIMITED,NIVAKA,Nivaka Fashions Ltd,Active,XT,1,INE139E01028,Equity,,,,,,,,NIVAKA FASHIONS LIMITED,NIVAKA.BO,BSE
522289,NMS RESOURCES GLOBAL LIMITED,NMSRESRC,NMS Resources Global Ltd,Active,X ,10,INE169F01014,Equity,,,,,,,,NMS RESOURCES GLOBAL LIMITED,NMSRESRC.BO,BSE
536565,NOVELIX PHARMACEUTICALS LIMITED,NOVELIX,Novelix Pharmaceuticals Ltd,Active,X ,10,INE314I01036,Equity,,,,,,,,NOVELIX PHARMACEUTICALS LIMITED,NOVELIX.BO,BSE
530127,NPR Finance Ltd.,NPRFIN,NPR Finance Ltd,Active,X ,10,INE446D01011,Equity,,,,,,,,NPR Finance Ltd.,NPRFIN.BO,BSE
544571,NSB BPO Solutions Limited,NSBBPO,NSB BPO Solutions Ltd,Active,M ,10,INE0SLP01017,Equity,,,,,,,,NSB BPO Solutions Limited,NSBBPO.BO,BSE
526723,NTC INDUSTRIES LIMITED,NTCIND,NTC Industries Ltd,Active,X ,10,INE920C01017,Equity,,,,,,,,NTC INDUSTRIES LIMITED,NTCIND.BO,BSE
544370,NUKLEUS OFFICE SOLUTIONS LIMITED,NUKLEUS,Nukleus Office Solutions Ltd,Active,M ,10,INE0VYX01018,Equity,,,,,,,,NUKLEUS OFFICE SOLUTIONS LIMITED,NUKLEUS.BO,BSE
543351,Naapbooks Limited,NBL,Naapbooks Ltd,Active,MS,10,INE0GOA01018,Equity,,,,,,,,Naapbooks Limited,NBL.BO,BSE
531832,Nagarjuna Agritech Ltd.,NAGTECH,Nagarjuna Agri Tech Ltd,Active,XT,10,INE793H01017,Equity,,,,,,,,Nagarjuna Agritech Ltd.,NAGTECH.BO,BSE
532362,Nagpur Power & Industries Ltd,NAGPI,Nagpur Power & Industries Ltd,Active,X ,10,INE099E01016,Equity,,,,,,,,Nagpur Power & Industries Ltd,NAGPI.BO,BSE
539402,Naksh Precious Metals Limited,NAKSH,Naksh Precious Metals Ltd,Active,B ,10,INE256S01012,Equity,,,,,,,,Naksh Precious Metals Limited,NAKSH.BO,BSE
531212,Nalin Lease Finance Ltd.,NLFL,Nalin Lease Finance Ltd,Active,X ,10,INE606C01012,Equity,,,,,,,,Nalin Lease Finance Ltd.,NLFL.BO,BSE
538395,Nam Securities Ltd.,NAM,Nam Securities Ltd,Active,X ,10,INE792G01011,Equity,,,,,,,,Nam Securities Ltd.,NAM.BO,BSE
543522,Nanavati Ventures Limited,NVENTURES,Nanavati Ventures Ltd,Active,M ,10,INE0E5R01017,Equity,,,,,,,,Nanavati Ventures Limited,NVENTURES.BO,BSE
500298,Naperol Investments Limited,NAPEROL,Naperol Investments Ltd,Active,X ,10,INE585A01020,Equity,,,,,,,,Naperol Investments Limited,NAPEROL.BO,BSE
519455,Narbada Gems and Jewellery Limited,NARBADA,Narbada Gems and Jewellery Ltd,Active,X ,10,INE540C01021,Equity,,,,,,,,Narbada Gems and Jewellery Limited,NARBADA.BO,BSE
531416,Narendra Properties Ltd.,NARPROP,Narendra Properties Ltd,Active,X ,10,INE603F01012,Equity,,,,,,,,Narendra Properties Ltd.,NARPROP.BO,BSE
526739,Narmada Gelatines Ltd.,SHAWGELTIN,Narmada Gelatines Ltd,Active,X ,10,INE869A01010,Equity,,,,,,,,Narmada Gelatines Ltd.,SHAWGELTIN.BO,BSE
517431,Narmada Macplast Drip Irrigation Sy,NARMP,Narmada Macplast Drip Irrigation Systems Ltd,Active,XT,2,INE060D01028,Equity,,,,,,,,Narmada Macplast Drip Irrigation Sy,NARMP.BO,BSE
531289,National Fittings Limited,NATFIT,National Fittings Ltd,Active,X ,10,INE643C01015,Equity,,,,,,,,National Fittings Limited,NATFIT.BO,BSE
531651,National General Industries Ltd.,NATGENI,National General Industries Ltd,Active,X ,10,INE654H01011,Equity,,,,,,,,National General Industries Ltd.,NATGENI.BO,BSE
507813,National Oxygen Ltd.,NOL,National Oxygen Ltd,Active,X ,10,INE296D01010,Equity,,,,,,,,National Oxygen Ltd.,NOL.BO,BSE
544205,National Peroxide Limited,NPL,National Peroxide Ltd,Active,X ,10,INE0PO601011,Equity,,,,,,,,National Peroxide Limited,NPL.BO,BSE
526616,National Plastic Industries Ltd.,NATPLAS,National Plastic Industries Ltd,Active,X ,10,INE233D01013,Equity,,,,,,,,National Plastic Industries Ltd.,NATPLAS.BO,BSE
531287,National Plastic Technologies Ltd,NATPLASTI,National Plastic Technologies Ltd,Active,X ,10,INE896D01017,Equity,,,,,,,,National Plastic Technologies Ltd,NATPLASTI.BO,BSE
516062,National Plywood Industries Ltd.,NATPLY,National Plywood Industries Ltd,Active,Z ,10,INE497C01016,Equity,,,,,,,,National Plywood Industries Ltd.,NATPLY.BO,BSE
544467,National Securities Depository Limited,NSDL,National Securities Depository Ltd,Active,B ,2,INE301O01023,Equity,,,,,,,,National Securities Depository Limited,NSDL.BO,BSE
504882,National Standard (India) Limited,NATIONSTD,National Standard (India) Ltd,Active,B ,10,INE166R01015,Equity,,,,,,,,National Standard (India) Limited,NATIONSTD.BO,BSE
530119,Natraj Proteins Ltd.,NATRAJPR,Natraj Proteins Ltd,Active,X ,10,INE444D01016,Equity,,,,,,,,Natraj Proteins Ltd.,NATRAJPR.BO,BSE
531834,Natura Hue Chem Ltd.,NATHUEC,Natura Hue Chem Ltd,Active,XT,10,INE487B01019,Equity,,,,,,,,Natura Hue Chem Ltd.,NATHUEC.BO,BSE
543207,Natural Biocon (India) Limited,NATURAL,Natural Biocon (India) Ltd,Active,X ,10,INE06MM01016,Equity,,,,,,,,Natural Biocon (India) Limited,NATURAL.BO,BSE
544245,Naturewings Holidays Limited,NHL,Naturewings Holidays Ltd,Active,M ,10,INE0N4701016,Equity,,,,,,,,Naturewings Holidays Limited,NHL.BO,BSE
538926,Naturite Agro Products Limited,NAPL,Naturite Agro Products Ltd,Active,X ,10,INE223R01014,Equity,,,,,,,,Naturite Agro Products Limited,NAPL.BO,BSE
539521,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Active,MT,10,INE364T01012,Equity,,,,,,,,Navigant Corporate Advisors Limited,NAVIGANT.BO,BSE
508670,Neelamalai Agro Industries Ltd.,NEAGI,Neelamalai Agro Industries Ltd,Active,X ,10,INE605D01012,Equity,,,,,,,,Neelamalai Agro Industries Ltd.,NEAGI.BO,BSE
531049,Neelkanth Rockminerals ltd.,NEELKAN,Neelkanth Rockminerals Ltd,Active,Z ,10,INE741D01015,Equity,,,,,,,,Neelkanth Rockminerals ltd.,NEELKAN.BO,BSE
544434,Neetu Yoshi Limited,NEETUYOSHI,Neetu Yoshi Ltd,Active,M ,5,INE0UZO01024,Equity,,,,,,,,Neetu Yoshi Limited,NEETUYOSHI.BO,BSE
539016,Neil Industries Ltd.,NEIL,Neil Industries Ltd,Active,X ,10,INE396C01010,Equity,,,,,,,,Neil Industries Ltd.,NEIL.BO,BSE
514332,Neo Infracon Ltd.,NEOINFRA,Neo Infracon Ltd,Active,XT,10,INE216I01017,Equity,,,,,,,,Neo Infracon Ltd.,NEOINFRA.BO,BSE
543247,Net Pix Shorts Digital Media Limited,NETPIX,Net Pix Shorts Digital Media Ltd,Active,TS,10,INE0D5F01013,Equity,,,,,,,,Net Pix Shorts Digital Media Limited,NETPIX.BO,BSE
509040,Netlink Solutions (India) Ltd.,NETLINK,Netlink Solutions India Ltd,Active,X ,10,INE040F01033,Equity,,,,,,,,Netlink Solutions (India) Ltd.,NETLINK.BO,BSE
511658,Nettlinx Ltd.,NETTLINX,Nettlinx Ltd,Active,X ,10,INE027D01019,Equity,,,,,,,,Nettlinx Ltd.,NETTLINX.BO,BSE
508867,New Markets Advisory Ltd,NEWMKTADV,New Markets Advisory Ltd,Active,XT,10,INE800K01014,Equity,,,,,,,,New Markets Advisory Ltd,NEWMKTADV.BO,BSE
544082,New Swan Multitech Limited,SWANAGRO,New Swan Multitech Ltd,Active,M ,10,INE0GEN01012,Equity,,,,,,,,New Swan Multitech Limited,SWANAGRO.BO,BSE
531959,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Ltd,Active,XT,1,INE997D01021,Equity,,,,,,,,Newtime Infrastructure Limited,NEWINFRA.BO,BSE
544265,Nexxus Petro Industries Limited,NEXXUS,Nexxus Petro Industries Ltd,Active,M ,10,INE0QUL01011,Equity,,,,,,,,Nexxus Petro Industries Limited,NEXXUS.BO,BSE
512091,Nibe Ordnance and Maritime Limited,NIBEORD,Nibe Ordnance and Maritime Ltd,Active,XT,10,INE425H01016,Equity,,,,,,,,Nibe Ordnance and Maritime Limited,NIBEORD.BO,BSE
526721,Nicco Parks And Resorts Ltd.,NICCOPAR,Nicco Parks & Resorts Ltd-$,Active,X ,1,INE653C01022,Equity,,,,,,,,Nicco Parks And Resorts Ltd.,NICCOPAR.BO,BSE
512103,Nidhi Granites Limited,NIDHGRN,Nidhi Granites Ltd,Active,XT,10,INE276H01013,Equity,,,,,,,,Nidhi Granites Limited,NIDHGRN.BO,BSE
531083,Nihar Info Global Ltd.,NIHARINF,Nihar Info Global Ltd,Active,XT,10,INE876E01033,Equity,,,,,,,,Nihar Info Global Ltd.,NIHARINF.BO,BSE
526159,Nikhil Adhesives Ltd.,NIKHILAD,Nikhil Adhesives Ltd-$,Active,X ,1,INE926C01022,Equity,,,,,,,,Nikhil Adhesives Ltd.,NIKHILAD.BO,BSE
531272,Nikki Global Finance Ltd.,NIKKIGL,Nikki Global Finance Ltd,Active,X ,10,INE526C01012,Equity,,,,,,,,Nikki Global Finance Ltd.,NIKKIGL.BO,BSE
543282,Niks Technology Limited,NIKSTECH,Niks Technology Ltd,Active,TS,10,INE0GX601011,Equity,,,,,,,,Niks Technology Limited,NIKSTECH.BO,BSE
502294,Nilachal Refractories Ltd.,NILACHAL,Nilachal Refractories Ltd,Active,X ,10,INE416N01013,Equity,,,,,,,,Nilachal Refractories Ltd.,NILACHAL.BO,BSE
530129,Nile Ltd.,NILE,Nile Ltd,Active,X ,10,INE445D01013,Equity,,,,,,,,Nile Ltd.,NILE.BO,BSE
512004,Nilkanth Engineering Ltd.,ZNILKENG,Nilkanth Engineering Ltd,Active,P ,10,INE582V01015,Equity,,,,,,,,Nilkanth Engineering Ltd.,ZNILKENG.BO,BSE
511714,Nimbus Projects Limited,NIMBSPROJ,Nimbus Projects Ltd,Active,X ,10,INE875B01015,Equity,,,,,,,,Nimbus Projects Limited,NIMBSPROJ.BO,BSE
542747,Nippon India Mutual Fund,SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,Active,A ,10,INF204KB15D0,Equity,,,,,,,,Nippon India Mutual Fund,SNXT50BEES.BO,BSE
543151,Nippon India Mutual Fund,08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),Active,B ,10,INF204KB17R6,Equity,,,,,,,,Nippon India Mutual Fund,08ABB.BO,BSE
543176,Nippon India Mutual Fund,11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB16U2,Equity,,,,,,,,Nippon India Mutual Fund,11MPR.BO,BSE
543152,Nippon India Mutual Fund,08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB17S4,Equity,,,,,,,,Nippon India Mutual Fund,08QPD.BO,BSE
543150,Nippon India Mutual Fund,08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),Active,B ,10,INF204KB16S6,Equity,,,,,,,,Nippon India Mutual Fund,08GPG.BO,BSE
543149,Nippon India Mutual Fund,08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),Active,B ,10,INF204KB15S8,Equity,,,,,,,,Nippon India Mutual Fund,08BPB.BO,BSE
543174,Nippon India Mutual Fund,11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10,INF204KB10U5,Equity,,,,,,,,Nippon India Mutual Fund,11GPG.BO,BSE
543177,Nippon India Mutual Fund,11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB11U3,Equity,,,,,,,,Nippon India Mutual Fund,11QPD.BO,BSE
543175,Nippon India Mutual Fund,11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB15U4,Equity,,,,,,,,Nippon India Mutual Fund,11MPD.BO,BSE
543183,Nippon India Mutual Fund,11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB19T8,Equity,,,,,,,,Nippon India Mutual Fund,11AMR.BO,BSE
544493,Nippon India Mutual Fund,MANUFGBEES,Nippon India Nifty India Manufacturing ETF,Active,B ,10,INF204KC1GH6,Equity,,,,,,,,Nippon India Mutual Fund,MANUFGBEES.BO,BSE
543148,Nippon India Mutual Fund,08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB14S1,Equity,,,,,,,,Nippon India Mutual Fund,08AMR.BO,BSE
543153,Nippon India Mutual Fund,08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),Active,B ,10,INF204KB18R4,Equity,,,,,,,,Nippon India Mutual Fund,08AGG.BO,BSE
543154,Nippon India Mutual Fund,08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB18S2,Equity,,,,,,,,Nippon India Mutual Fund,08QPR.BO,BSE
544415,Nippon India Mutual Fund,SNXT30BEES,Nippon India BSE Sensex Next 30 ETF,Active,B ,10,INF204KC1EZ3,Equity,,,,,,,,Nippon India Mutual Fund,SNXT30BEES.BO,BSE
543155,Nippon India Mutual Fund,08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB19R2,Equity,,,,,,,,Nippon India Mutual Fund,08AQD.BO,BSE
543156,Nippon India Mutual Fund,08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB19S0,Equity,,,,,,,,Nippon India Mutual Fund,08DPD.BO,BSE
543168,Nippon India Mutual Fund,08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB10S9,Equity,,,,,,,,Nippon India Mutual Fund,08AQR.BO,BSE
543182,Nippon India Mutual Fund,11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB18T0,Equity,,,,,,,,Nippon India Mutual Fund,11AMD.BO,BSE
543170,Nippon India Mutual Fund,08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB11S7,Equity,,,,,,,,Nippon India Mutual Fund,08ADD.BO,BSE
543169,Nippon India Mutual Fund,08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB10T7,Equity,,,,,,,,Nippon India Mutual Fund,08DPR.BO,BSE
543173,Nippon India Mutual Fund,11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10,INF204KB14U7,Equity,,,,,,,,Nippon India Mutual Fund,11DPR.BO,BSE
543180,Nippon India Mutual Fund,11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10,INF204KB17T2,Equity,,,,,,,,Nippon India Mutual Fund,11ADR.BO,BSE
